cod_id,http_status,stage_failed,reject_detail,n_blocks,n_sites,n_sites_primitive,volume_a3,is_ordered,formula_declared,formula_parsed,max_z,min_nn_dist_a,contains_carbon,n_parser_warnings,survived
4030639,200,ordered,partial or mixed site occupancy,1,292,,2442.1958,False,,H96 C108 Br4 N4 O16,35,,True,0,False
4030784,200,size_within_limit,184 sites > 150,1,184,,1906.6343,True,C20 H21 Br O3 S,H84 C80 S4 Br4 O12,35,0.9279,True,0,False
4030813,200,,,1,56,56,681.912,True,As2 Co2 H K O8,K4 Co8 As8 H4 O32,33,0.732,False,0,True
4031046,200,ordered,partial or mixed site occupancy,1,248,,1814.4909,False,,Al2 H116 C76 N6,13,,True,0,False
4031048,200,size_within_limit,768 sites > 150,1,768,,7524.9715,True,C41 H51 Al N2 S,Al8 H408 C328 S8 N16,16,,True,0,False
4031174,200,,,1,38,38,443.8244,True,Ce H8 O7 P3,Ce2 P6 H16 O14,58,0.8116,False,0,True
4031208,200,,,1,20,10,635.1509,True,Br4 Th,Th4 Br16,90,2.8479,False,0,True
4031246,200,,,1,80,80,1226.65,True,Hg K3 N5 O11,K12 Hg4 N20 O44,80,1.2315,False,0,True
4031296,200,size_within_limit,216 sites > 150,1,216,,2201.0345,True,C9 H11 Cl F3 N3,H88 C72 N24 Cl8 F24,17,0.9479,True,0,False
4031381,200,hydrogen_declared_present,"formula declares H, no H site in the cell",1,8,,143.0629,True,H3 La O3,La2 O6,57,,False,2,False
4031444,200,,,1,36,36,535.7672,True,F5 N3 W,W4 N12 F20,74,1.1041,False,0,True
4031676,200,,,1,28,28,522.4447,True,C2 Ag Cl2 F6 N2 Sb,Ag2 Sb2 C4 N4 Cl4 F12,51,1.126,True,0,True
4031679,200,ordered,partial or mixed site occupancy,1,2,,27.8386,False,,Re1.28 Ru0.72,75,,False,1,False
4031870,200,size_within_limit,180 sites > 150,1,180,,1886.2739,True,C30.67 H21.33 N2.67 O5.33,H64 C92 N8 O16,8,0.9035,True,0,False
4031924,200,,,1,132,132,1297.9348,True,C18 H14 O,H56 C72 O4,8,0.9292,True,0,True
4031979,200,ordered,partial or mixed site occupancy,1,398,,3844.1698,False,,B4 P4 H188 Ir4 C160 N8 Cl8 F16,77,,True,0,False
4032074,200,ordered,partial or mixed site occupancy,1,284,,2372.9243,False,,H136 C108 N8 O12,8,,True,0,False
4032196,200,,,1,116,116,1205.9532,True,C24 H28 Br2 O4,H56 C48 Br4 O8,35,0.9294,True,1,True
4032271,200,ordered,partial or mixed site occupancy,1,264,,1692.6743,False,,H76 C60 S4 N16 O8 F12,16,,True,0,False
4032578,200,,,1,132,132,1304.3146,True,C27 H29 N5 O5,H58 C54 N10 O10,8,0.8345,True,0,True
4032651,200,size_within_limit,184 sites > 150,1,184,,1535.6525,True,C17 H26 O3,H104 C68 O12,8,0.8787,True,0,False
4032690,200,,,1,76,76,792.1085,True,C11 H12 Cl F6 N6 Ni P,Ni2 P2 H24 C22 N12 Cl2 F12,28,0.9495,True,0,True
4032693,200,,,1,128,128,1273.2869,True,C16 H13 N O2,H52 C64 N4 O8,8,0.8598,True,0,True
4032941,200,size_within_limit,256 sites > 150,1,256,,2296.6174,True,C25 H34 N2 O2 S,H136 C100 S4 N8 O8,16,0.8825,True,0,False
4033085,200,,,1,120,120,1101.6507,True,C26 H31 O P S,P2 H62 C52 S2 O2,16,0.9498,True,0,True
4033365,200,,,1,110,110,1059.095,True,C24 H25 N O5,H50 C48 N2 O10,8,0.8399,True,0,True
4033373,200,size_within_limit,156 sites > 150,1,156,,1351.7968,True,C12 H19 N O7,H76 C48 N4 O28,8,0.8079,True,0,False
4033389,200,size_within_limit,432 sites > 150,1,432,,5364.8495,True,C51 H66 N6 O3 S3,H216 C180 S12 N24,16,,True,2,False
4033450,200,,,1,112,112,992.9558,True,C22 H28 N2 O4,H56 C44 N4 O8,8,0.8158,True,0,True
4033556,200,,,1,70,70,641.3548,True,C16 H17 N O,H34 C32 N2 O2,8,0.9295,True,0,True
4033617,200,size_within_limit,180 sites > 150,1,180,,1973.2562,True,C23 H18 N2 S Se,H72 C92 Se4 S4 N8,34,0.929,True,0,False
4033650,200,,,1,132,132,1369.9768,True,C11 H13 Cl N4 O3 Se,H52 C44 Se4 N16 Cl4 O12,34,0.8197,True,0,True
4033657,200,,,1,92,92,801.8059,True,C18 H24 O4,H48 C36 O8,8,0.8765,True,0,True
4033837,200,,,1,114,114,1213.0218,True,C36 H16 F4 S,H32 C72 S2 F8,16,0.949,True,0,True
4034053,200,,,1,106,106,1052.4343,True,C24 H23 N O4 S,H46 C48 S2 N2 O8,16,0.8201,True,1,True
4034058,200,,,1,146,146,1547.794,True,C36 H26 Cu N4 O4 S2,Cu2 H52 C72 S4 N8 O8,29,0.9492,True,0,True
4034067,200,,,1,74,74,818.2455,True,C20 H14 Cl N O,H28 C40 N2 Cl2 O2,17,0.9499,True,0,True
4034280,200,,,1,140,140,1426.8057,True,C17 H13 F N2 O2,H52 C68 N8 O8 F4,9,0.8653,True,0,True
4034306,200,size_within_limit,212 sites > 150,1,212,,2047.8191,True,C92 H92 O28,H92 C92 O28,8,0.9491,True,0,False
4034434,200,size_within_limit,164 sites > 150,1,164,,1579.1152,True,C18 H18 O5,H72 C72 O20,8,0.9295,True,1,False
4034533,200,size_within_limit,220 sites > 150,1,220,,2046.204,True,C23 H25 N3 O4,H100 C92 N12 O16,8,0.82,True,0,False
4034562,200,size_within_limit,376 sites > 150,1,376,,3825.0102,True,C25 H18 N2 O S,H144 C200 S8 N16 O8,16,0.8593,True,0,False
4034615,200,ordered,partial or mixed site occupancy,1,600,,6318.3791,False,,H200 Pd16 C260 Br16 N32 O36,46,,True,0,False
4034753,200,size_within_limit,472 sites > 150,1,472,,4751.5767,True,C21 H26 B N3 O7 S,B8 H208 C168 S8 N24 O56,16,,True,0,False
4034869,200,size_within_limit,264 sites > 150,1,264,,2650.1471,True,C18 H14 O,H112 C144 O8,8,0.9295,True,0,False
4034875,200,size_within_limit,288 sites > 150,1,288,,2566.8697,True,C26 H40 O5 Si,Si4 H160 C104 O20,14,0.8399,True,1,False
4034915,200,,,1,124,124,1302.1682,True,C15 H11 N3 O2,H44 C60 N12 O8,8,0.9295,True,0,True
4034927,200,,,1,78,78,727.0086,True,C16 H18 N2 O3,H36 C32 N4 O6,8,0.949,True,0,True
4035129,200,,,1,108,108,1121.4843,True,C13 H9 N3 O S,H36 C52 S4 N12 O4,16,0.9492,True,0,True
4035199,200,size_within_limit,200 sites > 150,1,200,,1958.8175,True,C23 H20 N3 O3,H84 C92 N12 O12,8,0.9036,True,1,False
4035216,200,size_within_limit,216 sites > 150,1,216,,2635.1826,True,C24 H22 S6 Si2,Si8 H88 C96 S24,16,0.9284,True,0,False
4035416,200,size_within_limit,164 sites > 150,1,164,,4074.2234,True,C90 H60 N6 O6 Re2,Re2 H60 C90 N6 O6,75,0.9486,True,0,False
